participant,paragraph,speaker,text
participant10,134,Mother  ,"I remember that because you were at school and stuff like that when we were going back and forward there, on oral antibiotics and almost got to sort of oral Roaccutane stage but didn't need that drug in the end. Do you remember? "
participant10,135,Interviewer ,"Well, that's fine. So you--"
participant10,136,Mother  ,So you've been in and out of hospital appointments as an outpatient for a couple of reasons but probably not for the last 5 years maybe. 
participant10,137, Interviewee ,Yeah. 
participant10,138,Interviewer ,"So doesn't sound like you've got bad experiences, anyway. And how would you feel if I was to say that so if you did have this condition, you'd need to have an operation and stay overnight? Would that worry you? Or do you think that's just like, well, you "
participant10,139, Interviewee ,Get a day off school.
participant10,140,Interviewer ,"Yeah, quite. So you'd be quite--I can't just admit you for that reason but--yeah, no, fair enough. Fair enough. "
participant10,141, Interviewee ,"I wouldn't want to do it just for a day off school, obviously, 'cause it wouldn't really be fun. "
participant10,142,Interviewer ,"No, fair enough. If you come to hospital, a doctor would have to have a look at your balls. Would that bother you? "
participant10,143, Interviewee ,"Probably, yeah, a bit. It would just be a bit weird. "
participant10,144,Interviewer ,"Yeah, but not enough to stop you coming to hospital if you need to?"
participant10,145, Interviewee ,For my health it would be important.
participant10,146,Interviewer ,And would it bother you if you had a girl doctor or a boy doctor treating you? 
participant10,147, Interviewee ,"No, I don't think so. I think both would be just as weird, just as kind of a bit different. "
participant10,148,Interviewer ,"So do you have any health--I say the word ""health conversations"", it sounds a bit weird but do you talk to your mates about any health issues? Are there any things that you'd talk to your friends about? "
participant10,149, Interviewee ,ummm…..Any health issues at all? 
participant10,150,Interviewer ,"Yeah, like, anything. I was thinking that maybe young people don't have conversations with their mates about testicles. Fine, but then I kind of got to thinking, well, do you have any conversations with your friends about health issues?"
participant10,151, Interviewee ,I have conversations with my friends about stuff like pulled muscles or injuries that would affect playing football.
participant10,152,Interviewer ,"So quite a lot of sports and injuries, yes. Yeah, absolutely, and I guess that's 'cause you've had experience of them."
participant10,153, Interviewee ,"Yeah, and, like, everyone, like, people, yeah. That's basically."
participant10,154,Interviewer ,"Yeah, injuries and stuff and broken bones. Have any of your mates had operations for broken bones?"
participant10,155, Interviewee ,"Yeah, hm-mm."
participant10,156,Interviewer ,"Yeah, so a while ago you did mention that you think that maybe if any of your friends had had an operation for their testicle they might not tell you, do you remember? Do you think that's probably the case, if one of your mates had an operation for a twis"
participant10,157, Interviewee ,"I don't know if I would tell my friends, really. I wouldn't--or I mean, I might but I don't think I would go into school, like, looking to tell someone. "
participant10,158,Interviewer ,"Yeah, yeah, yeah, yeah. But if you'd broken your arm, I guess, normally obvious 'cause you've got a pot or whatever, yeah, a cast on. But it wouldn't be awkward talking about that, would it? "
participant10,159, Interviewee ,No. 
participant10,160,Interviewer ,But it might be a bit awkward talking about a testicular operation? 
participant10,161, Interviewee ,Yeah. 
participant10,162,Interviewer ,And why do you think those two things are different? 
participant10,163, Interviewee ,"Because, I don't know. 'Cause I think your arm is always on show and everyone notices your arms but it's a bit different with your testicles. And I mean, reasonably, they're always hidden away, almost."
participant10,164,Interviewer ,"Yeah, absolutely. Hidden away and then you're not really encouraged to talk about them either, very much. No, I think you're absolutely right. Yeah, no, you're absolutely right with that. It is different. I can't--just trying to work out exactly why is in"
participant10,165, Interviewee ,Yeah.
participant10,166,Interviewer ,"Yeah, and do you know anyone or any experiences of testicular cancer? Have you ever heard of this? "
participant10,167, Interviewee ,"No, just that there cancer--"
participant10,168,Interviewer ,"No, and do you know what the recommendations would be for yourself in terms of examination? Have you heard of this before ever? Like, the self-examination?"
participant10,169, Interviewee ,"No, I don't think so. "
participant10,170,Interviewer ,"No, okay, so it's basically exactly what you think. That probably, they say, about once a month. Now, it's one of these things where exact timing doesn't matter but you can pick up lumps or bumps in your testicles and if that was the case, you'd need to t"
participant10,171, Interviewee ,No. 
participant10,172,Interviewer ,"And you weren't aware of that, no? So I think there's quite a lot of information out there about testicles for adults, but I don't think that it's very well designed for younger people, like yourself. I think that. So one of the big things is so with the "
participant10,173, Interviewee ,"Well, I think the most effective way to get, to actually be able to communicate to everyone, would be at school. Like, we've had people, during PSHE, we've had people, like, come in and talk about different specific things that they want to raise awarenes"
participant10,174,Interviewer ,"Yeah, I think you're right. And can I ask, your mixed classes and for your PSHCE as well, do you do it all mixed? Have you had any lessons where you've been separate? "
participant10,175, Interviewee ,"No, no."
participant10,176,Interviewer ,"I also, my personal choice is to ask you first but I'm not sure that you'd need to have separate classes for testicular health because if you're not gonna have testicles you might have sons, so I think everyone, really, needs to know about it, really. So "
participant10,177, Interviewee ,"Not really, no. Not sure, I don't think so. "
participant10,178,Mother  ,"You certainly, obviously, through social--use a lot of social media. "
participant10,179,Interviewer ,"Well, that's why, exactly. So yeah. "
participant10,180,Mother ,"And watch TV a lot. And you do ask me about advertising for certain things if you see something that you don't know about, quite often ask me about it. Just thinking along those lines. If advertising campaigns and things like that that might catch your ey"
participant10,181,Interviewer ,"So yeah, what accounts do you have at the moment? "
participant10,182, Interviewee ,In social media I just basically use Instagram and Snapchat. I have a Facebook account but I don't like..
participant10,183,Mother ,"To keep an eye on me, really.  "
participant10,184,Interviewer ,"Sure, no, someone needs to. "
participant10,185, Interviewee ,I only got a Facebook account--
participant10,186,Mother  ,You don't really use it. 
participant10,187, Interviewee ,"I got it to play a game with my friends that you had to have a Facebook account to play online, like, a lot of the game (overtalk 25:56). That was the only reason I got Facebook."
participant10,188,Interviewer ,"So you use your--from what you've said--if I've got this wrong, tell me, but so those are more about keeping in contact with your friends, isn't it? Rather than finding information, those accounts?"
participant10,189, Interviewee ,"Well, Instagram is more like a photo sharing thing. Snapchat's just a messaging site. "
participant10,190,Interviewer ,"Yeah, but you wouldn't--could you search Instagram? I mean, if you were wanting to find out, say, you had testicular pain and you were, like, ""What is this?"" Instagram wouldn't--would that work? You wouldn't particularly search that, would you? "
participant10,191, Interviewee ,"If I was gonna do that, I don't think I would, but if I was gonna search up I would just go on the Internet rather than Instagram."
participant10,192,Interviewer ,"Yeah, so google it or whatever. You said that you probably wouldn't 'cause you've probably got a fountain of knowledge here but--or do you think is there anything else that would stop you using, like, a general Internet search? "
participant10,193, Interviewee ,On Instagram or just like--
participant10,194,Interviewer ,"On anything. Like, you know, so, yeah, I've got testicular pain and you said you probably wouldn't, just like, put it in a search on the Internet or do you think--"
participant10,195, Interviewee ,"I wouldn't because I'd probably just ask Mother but also I don't think there's any other reason. Like, if I couldn't ask Mother, I would probably search it out but there's nothing else that would stop me, really, I don't think. "
participant10,196,Interviewer ,"Fine, it's not that you don't trust what your sources come up or whatever, like that?"
participant10,197, Interviewee ,"Well, I know not to believe everything I see and not to just click on the first thing that comes up and, just like, if I've got a cough and I could search that all for a cough and I sweat I could come up with I'm gonna die tomorrow or something. "
participant10,198,Interviewer ,"Yes, absolutely. Think that's probably very true. Absolutely right. Fantastic. What would you do? I mean, you've obviously had a medical education. "
participant10,199,Mother  ,"But didn't know any of the statistics, like, presentations and younger people and things like that. So it's fascinating for me and absolutely something that I've never spoken to [name] about and we have a reasonably open relationship. We talk about lots o"
participant10,200,Interviewer ,"It's relatively--talk about medical stuff for a second, but it's relatively common, you know? Like, it's not--some people say, ""One in 860 boys will have it between 0 and 25,"" which is--I think that was a little bit generous but that means in your class o"
participant10,201,Mother  ,That's quite significant. I don't think I'd appreciated that the instance was as high as that. 
participant10,202,Interviewer ,"I'm not quite sure that that isn't necessarily right but, yes, it's more common. This is from today, it's not to go away and think, ""Oh my gosh, your balls are definitely gonna twist."" It's not that. But I just--it does mean, though, if you do have pain o"
participant10,203,Mother  ,"Even the flyer that you had today, I don't know, did you hand it out in person, that revealed--"
participant10,204,Interviewer ,"Yes, yes, I did, yes. "
participant10,205,Mother ,"Even things like that, I suppose do raise awareness and that was a really punchy headline. It certainly grabbed your attention, along with the £15. "
participant10,206,Interviewer ,"Yeah, no, that's good. That's good. There's the two attention--"
participant10,207,Mother  ,"--grabbed your attention but add that, we definitely--and it started the conversation. So I suppose, even sort of looking at, obviously, you talked about input into schools but also maybe input into places like sports clubs, youth clubs. "
participant10,208,Interviewer ,"'Cause I think young athletes as well tend to--you're used to a bit of groin pain and actually--well, part of the reason I did this is I treated somebody who was a sportsman, a footballer, who had, you know, I said, had lost both testes and he thought it "
participant10,209,Mother  ,"But I think in terms of raising awareness and even starting the conversation, have you spoken to other guys that were at training that night, if they were gonna be contacting (overtalk 31:35) what is this all about?"
participant10,210,Interviewer ,"Did anyone say what they thought it was gonna be about? You can also say the rude things. [laughing] If there was anything rude, you'll--"
participant10,211,Mother  ,Its not a test
participant10,212,Interviewer ,"Yeah, I know, exactly."
participant10,213, Interviewee ,"There was jokes made about it and stuff like that but, like, everyone kind of guessed it would be, like, a sort of survey thing."
participant10,214,Mother  ,What sort of jokes were made about it? 
participant10,215, Interviewee ,Just different kind of jokes. 
participant10,216,Interviewer ,"Fine, fine. You can tell us if you like but also, no, if you don't want to, that's no problems. Fine, fine. Well, is there anything else 'cause I think those are really the main things that I wanted to talk to you about and I think what you've said has be"
participant10,217, Interviewee ,What are you thinking? 
participant10,218,Mother  ,"Just thinking so obviously with the roll-out at primary school and the Glasgow City Council schools, it was called SHRE, wasn't it, the SHRE program, Sexual Health and Reproduction Education. And I think that was quite controversial when that was introduc"
participant10,219, Interviewee ,"It was quite interesting so when I went to Jordanhill Secondary, Jordanhill Primary"
participant10,220,Mother  ,Had quite a different approach.
participant10,221, Interviewee ,"I've had quite a different, like, sort of--"
participant10,222,Mother  ,'Cause they're not a Glasgow City Council school and so haven't had any of this SHRE throughout primary school so they literally come to--
participant10,223, Interviewee ,"Less I would say they would know less, basically. "
participant10,224,Mother  ,"With less, definitely with less knowledge."
participant10,225,Interviewer ,"That's brilliant. Do you think having the words helps you 'cause I was wondering a bit, like, you know, you're talking about that kind of labelling anatomy and stuff like that. I was wondering how helpful that really was in terms of real practice but then"
participant10,226, Interviewee ,"I can't remember what I said, right, something you asked with that. If I thought that was helpful versus just learning. It feels more important than some of the things I learn in school but it's not, like, yeah. It is more just--can't really describe it. "
participant10,227,Mother  ,Gonna make the difference. 
participant10,228, Interviewee ,Can't even remember all but I don't think if I tried to label just now but--
participant10,229,Mother  ,So knowing the labels wouldn't increase or decrease the chance of you going to someone if you had pain?
participant10,230, Interviewee ,No.
participant10,231,Interviewer ,"Exactly. And I wonder just, and then this might be something, I don't know--are you--you're in the community? You're a GP? I also wonder, has anyone ever talked to you about how to go to a GP, how to go to hospital? 'Cause I also think that also some peop"
participant10,232,Mother ,Access healthcare. 
participant10,233,Interviewer ,Do you think you'd ever call an ambulance if you had bad testicular pain? 
participant10,234, Interviewee ,I don't think I would call an ambulance. 
participant10,235,Interviewer ,"No, but, yeah, and do you know if you're allowed to call an ambulance?"
participant10,236, Interviewee ,"I wouldn't--no, I don't know if I'd be able to call an ambulance."
participant10,237,Interviewer ,"Yeah, things like that. "
participant10,238,Mother  ,"Yeah, that's interesting. You've answered that differently. "
participant10,239, Interviewee ,"I really wouldn't want to call an ambulance for that. That would just be, like--it would just be so--"
participant10,240,Interviewer ,"Funny to speak to someone on the phone you don't know and be, like--"
participant10,241, Interviewee ,"I need an ambulance and I've got sore balls. It could be nothing. You'd be scared it was nothing and then they'd turn up and it would just be, like, ""You're fine."" "
participant10,242,Interviewer ,That would be embarrassing. 
participant10,243, Interviewee ,"Yeah, exactly. "
participant10,244,Interviewer ,"Yeah, yeah, absolutely. "
participant10,245,Mother  ,I would have imagined that you would have been more than likely to call an ambulance. That you wouldn't feel maybe--
participant10,246, Interviewee ,"Calling 111 or something. No, that's not the--what's the one that--what's the number for the NHS24 thing?"
participant10,247,Mother ,1--
participant10,248, Interviewee ,"It's either 11 or 101, something like that."
participant10,249,Mother  ,So it's 111. 101 is the police if it's not non-Americans.
participant10,250,Interviewer ,"So you can call an ambulance if you were in a bad situation and you were on your own and the ambulance would do everything they can to look after you 'cause you are under 16 but you could. And I'm not suggesting that, you know--if you were worried and you"
participant10,251,Mother ,Absolutely. I'm actually--
participant10,252, Interviewee ,"Calling an ambulances and phoning 999 is always, like, ""Don't do it unless it's a proper emergency."" "
participant10,253,Mother ,But the problem is you might not appreciate it is a proper emergency. You might be a bit inhibited by thinking that's a bit embarrassing.
participant10,254,Interviewer ,"Yeah, exactly. "
participant10,255,Mother  ,Whereas if you had--
participant10,256,Interviewer ,"I mean, you probably mostly gonna be with your Mother or dad. It's probably very rare chance that it would be something that you would need to but that's interesting. "
participant10,257,Mother  ,"Yeah, absolutely. I thought you'd be way more likely to, but yeah, that's interesting."
participant10,258,Interviewer ,"Great. Alright, then. So I think if that's okay, that's all the questions I really wanted to ask. Is there anything you'd like to ask me? "
participant10,259, Interviewee ,"No, I don't think so. "
participant10,260,Interviewer ,"Okay, grand. Well, I will stop this."
participant11,1,Interviewer ,So if I just leave that little device for me. It’s just in the background. Let me put that there. Erm ... so my name’s Interviewer and is it Tom is that right?
participant11,2, Interviewee,Yes. Participant. 
participant11,3,Interviewer ,Yeah. Participant. Erm... and have you chatted to any of the other guys who have done this with me already?
participant11,4, Interviewee,Er yeah just to say like they’ve done and that’s it. 
participant11,5,Interviewer ,Fine. And have you talked about like what we talked about in the interviews or not particularly?
participant11,6, Interviewee,No not really.
participant11,7,Interviewer ,"No, OK. Alright. So first of all its we’re talking about about testicular and testicular health. And what word to you tend to use for testicles? "
participant11,8, Interviewee,"Ah, just balls. "
participant11,9,Interviewer ,Balls yeah?
participant11,10, Interviewee,Yeah.
participant11,11,Interviewer ,And would you use the same word when you are talking to your parents and your friends or would you use different words in different situations?
participant11,12, Interviewee,Erm no just probably the same.
participant11,13,Interviewer ,Probably the same. So balls generally is the word you’d use in most situations?
participant11,14, Interviewee,Yeah. 
participant11,15,Interviewer ,Fine. And do you know what health problems you could have with your balls?
participant11,16, Interviewee,"Erm, yeah like if you damage them quite a bit then like you might not be able to have kids. "
participant11,17,Interviewer ,"OK, yeah. Absolutely yeah, yeah, yeah. And so when you say damage, what kind of damage have you heard about before with testicles or balls?"
participant11,18, Interviewee,"Erm, just like if you just, I don’t know if something hits you hard."
participant11,19,Interviewer ,So like an injury?
participant11,20, Interviewee,Yeah. Yeah.
participant11,21,Interviewer ,"Yeah, absolutely right. Yes and is that something that you know about because you know about it, it’s been taught to you, you’ve have experience of it or how do you know about that?"
participant11,22, Interviewee,"I just know and we’ve had, I think we’ve had a little chat about in P7 I think."
participant11,23,Interviewer ,And what was the... like where did you have your lessons? Was the lessons like...?
participant11,24, Interviewee,It was sex education. 
participant11,25,Interviewer ,Sex education fine. And what did they talk to you about with testicles during those lessons?
participant11,26, Interviewee,"Erm it was just like just talking about, just like where the sperms held and all that. "
participant11,27,Interviewer ,"Fine, so you were talking about their function?"
participant11,28, Interviewee,Yeah. 
participant11,29,Interviewer ,"Yeah, yeah. And did you talk about anything else or was it just the sperm you talked about? Did you talk about their other functions?"
participant11,30, Interviewee,No probably just that I think. 
participant11,31,Interviewer ,"Right, fine and did they say they are quite important for hormones as well. Does that sound like something..."
participant11,32, Interviewee,Erm...
participant11,33,Interviewer ,... you’ve been taught about or...?
participant11,34, Interviewee,"Er, I don’t think we’ve been taught that, no. Well I’ve not done my sex education like for this year. Like just now. I’ll be doing it in a couple of weeks I think."
participant11,35,Interviewer ,Right. 
participant11,36, Interviewee,Cos we do a rotation thing.
participant11,37,Interviewer ,Um.
participant11,38, Interviewee,And I don’t know if we’ll get to talk about that.
participant11,39,Interviewer ,Yeah. 
participant11,40, Interviewee,I’m not sure.
participant11,41,Interviewer ,"And so your lessons, is it called Share or is it that kind of curriculum or is that what it is or is your lessons called your Sex Ed in your...?"
participant11,42, Interviewee,It’s PSE. So we do like a number of different things in sex ed. and it’s one of them. 
participant11,43,Interviewer ,"Fine. Fine and so all the information you’ve had about balls and like the hormones and sperm has that been in your social, like PSE or has it been in like your Biology in your science lessons or is it like been in..."
participant11,44, Interviewee,Just PSE. Just a couple of years ago we just talked about doing it now. It’s just we’ve just started doing it now. 
participant11,45,Interviewer ,So you’ve had a bit more information may be?
participant11,46, Interviewee,Yeah. 
participant11,47,Interviewer ,"So you obviously know a bit about some of the functions. That sounds really good. Do you remember what kind of lessons they were like? What were they like kind of discussions, videos, drawings...?"
participant11,48, Interviewee,Some videos. 
participant11,49,Interviewer ,Videos. Yeah and kind of to do with like puberty and stuff like that?
participant11,50, Interviewee,Yeah.
participant11,51,Interviewer ,That kind of stuff?
participant11,52, Interviewee,Yeah.
participant11,53,Interviewer ,"Yeah, fine. Fine, erm so you said a bit about how you can get an injury in your testicle which is absolutely right. "
participant11,54, Interviewee,Um. Yeah.
participant11,55,Interviewer ,You can get an injury and then you said if that happens you might have problems with having children in later life. 
participant11,56, Interviewee,"Yeah, oh yeah."
participant11,57,Interviewer ,Is that something that you kind of a bit you know? 
participant11,58, Interviewee,Yeah. Ah ha yeah.
participant11,59,Interviewer ,Do you know about like the problems like your symptoms you could have? Do you know like what kind of symptoms you can get with your testicles?
participant11,60, Interviewee,No.
participant11,61,Interviewer ,"Ok. So if I was to say to you, you all of a sudden got quite a bad pain in your testicle or one or the other or just in the area. Do you know what we might worry about with pain that comes on without any warning?"
participant11,62, Interviewee,No. No I’m not sure. No.
participant11,63,Interviewer ,So fine. So if it didn’t worry you all that much do you not think you might some idea or...?
participant11,64, Interviewee,"Er, well, what do you mean like? Do you mean would you like. Do you mean you might have cancer there or something like that?"
participant11,65,Interviewer ,OK. So that’s really interesting.
participant11,66, Interviewee,Yeah. 
participant11,67,Interviewer ,"So would that may be... So if right now, you’re sitting there and then all of a sudden you’ve got a pain in your testicle. I know it’s slightly unusual but If that was to happen, so you’re... What do think would run through your head? What do you think yo"
participant11,68, Interviewee,"Just, I don’t know may be go and have them looked at them."
participant11,69,Interviewer ,"Yeah. Yes. that seems a very sensible thing. So you would have a look and may be if there was may be nothing out or may be a little bit of redness, what would you do, do you think just then?"
participant11,70, Interviewee,Just wait a couple of days probably. 
participant11,71,Interviewer ,"OK, OK. And why do you think you would wait with?"
participant11,72, Interviewee,Cos it might just be something small and it might just go. 
participant11,73,Interviewer ,OK. And what would be bad about if you were to say something and then if it was something small and it was to go away. That would be something that you wouldn’t be like very happy about. You would obviously want to avoid that. Is that right?
participant11,74, Interviewee,Yeah.
participant11,75,Interviewer ,Yeah. And why do you think that is?
participant11,76, Interviewee,Erm because just... If it just went away then I wouldn’t really worry about it
participant11,77,Interviewer ,Yeah?
participant11,78, Interviewee,Yeah.
participant11,79,Interviewer ,"Cos I guess sometimes you have a bit of pain that goes away? And that that’s something, especially if you do sports I guess you get a bit of pain..."
participant11,80, Interviewee,Yeah.
participant11,81,Interviewer ,... and sometimes and it goes away.
participant11,82, Interviewee,"Yeah, oh yeah."
participant11,83,Interviewer ,"But say, it’s not going away and it’s kind of on-going. Do you think... What would be the thing that would make you go, Ah, actually I should say something or I should do something about this?"
participant11,84, Interviewee,"If it’s just likes, I don’t know if it looks quite bad or it’s like really painful. "
participant11,85,Interviewer ,Yeah.
participant11,86, Interviewee,Then I would probably say something.
participant11,87,Interviewer ,"Yeah. Yeah, yeah And what would be your first port of call? Who do you think you would talk to?"
participant11,88, Interviewee,I might just ask my Mother to make me a doctor’s appointment.
participant11,89,Interviewer ,"Yeah OK. Fine, so again you would probably speak may be to your Mother. May be your dad cos I know that your dad’s sitting here but..."
participant11,90, Interviewee,Yes. 
participant11,91,Interviewer ,"What would you do, you’d talk to your Mother first? Is that cos she tends to deal with more with like your health and things?"
participant11,92, Interviewee,Yeah. 
participant11,93,Interviewer ,Would you speak to your dad? Would that make any difference?
participant11,94, Interviewee,"Erm, I don’t know. I normally just speak to my Mother on those things to be honest. "
participant11,95,Interviewer ,Yeah. Yeah. And I guess cos your dad’s here. What would you think if... What would you do if you’re son said that he had painful testicles or pain in his testicle. What kind of things would be running through your head?
participant11,96,Dad ,"Yeah, I would. Well I’d probably ascertain whether or not he’s bit hit."
participant11,97,Interviewer ,Yeah.
participant11,98,Dad ,Playing sport. Erm and er but I would if it’s. I think if he said it doesn’t go away then we just make an appointment to see the GP. 
participant11,99,Interviewer ,Yeah. 
participant11,100,Dad ,We’d have no hesitation in doing that. 
participant11,101,Interviewer ,"Yeah, right. So it would be your family doctor you’d probably go to your family doctor. And have you seen your family doctor cos often young fit people, young fit men. Have you ever, have you met your family doctor or you seen them many times?"
participant11,102,Dad ,"Yeah, he’s been a couple of times. It’s a practice though it not necessarily a single doctor that we are seeing. You know whoever’s free at the time."
participant11,103, Interviewee,Yeah. 
participant11,104,Dad ,So yeah so we’ve been a couple of times and we’ve only been here for three years...
participant11,105,Interviewer ,"Right, Fine. "
participant11,106,Dad ,So we’ve been to the family practice only a few times. It’s been very different before but this is like...
participant11,107,Interviewer ,Um.
participant11,108,Dad ,... a slightly different set up...
participant11,109,Interviewer ,Yeah.
participant11,110,Dad ,... I think 
participant11,111,Interviewer ,"Fine. So and if the pain... So if you had pain you would probably see if it’s anything obvious, speak to your Mother, maybe and probably see your General Practitioner. See your doctor. Would there be anything that would make you go to hospital instead of "
participant11,112, Interviewee,"Er, if it was... I don’t know. If it was like really really painful then..."
participant11,113,Interviewer ,Yeah.
participant11,114, Interviewee,... I would probably go to the hospital.
participant11,115,Interviewer ,Cos the thing I’m worried about and have you ever heard of testicular torsion?
participant11,116, Interviewee,No.
participant11,117,Interviewer ,OK and have you ever heard of a twisted testicle or twisted ball?
participant11,118, Interviewee,Um. No.
participant11,119,Interviewer ,Did you know this could happen?
participant11,120, Interviewee,No.
participant11,121,Interviewer ,"OK, alright. So the first thing is to say is that it isn’t something to be... You know I’m not coming here make or startle you but there’s something that’s called a twisted testicle. Erm that comes on in people in a bad way and you’re the most common age "
participant11,122,Dad ,Brother.
participant11,123,Interviewer ,"Brother. So. So... from my point of view, I’m a surgeon and I do the operations when these things happen and one of the problems is, is that if the testicle twists, it cuts off its own blood supply. Cos if you imagine it sits on its own blood supply. So y"
participant11,124, Interviewee,Um.
participant11,125,Interviewer ,And I have no reason why cos it seems something that. 
participant11,126,Dad ,Very common and why is that?
participant11,127,Interviewer ,"You’d have thought well in... Well so again, it’s a young person’s disease. Up to about nought to about twenty five. "
participant11,128,Dad ,Oh right. 
participant11,129,Interviewer ,About one in eight hundred. So it’s not the most common thing. 
participant11,130,Dad ,Um.
participant11,131,Interviewer ,And that means that in your school there will be a couple of young men who’ve been through this experience.
participant11,132,Dad ,Um.
participant11,133,Interviewer ,So that’s your risk between nought and about twenty-five. And about one in eight hundred. Erm so... but it does happen.
participant11,134,Dad ,Yeah.
participant11,135,Interviewer ,And it such a simple thing for me to sort if you can get to hospital in time.
participant11,136,Dad ,Um.
participant11,137,Interviewer ,But if you get to hospital too late then there’s just nothing I can do which is really disappointing.
participant11,138,Dad ,"So then I suppose would it be, would be quite painful?"
participant11,139,Interviewer ,"Yes, very painful definitely. "
participant11,140,Dad ,"We’d certainly have no qualms about going to hospital, A & E. "
participant11,141,Interviewer ,Yeah.
participant11,142,Dad ,NHS 24.
participant11,143,Interviewer ,Yeah.
participant11,144,Dad ,Out of hours. I don’t know. Whatever it might be really.
participant11,145,Interviewer ,Yes.
participant11,146,Dad ,We have done that may be once with sports injuries essentially. 
participant11,147,Interviewer ,Yeah.
participant11,148,Dad ,But anything else we if we can’t get access to the GP we know where to go that sort of thing and so. 
participant11,149,Interviewer ,That’s good. Cos I think as well young people who do sports seem to have sometimes more delays because I think they are a bit more used to getting a bit of groin strains or a bit more hardy so it’s particularly in young athletes as well we seem to have a 
participant11,150, Interviewee,"I don’t, I think some people might think it’s embarrassing. "
participant11,151,Interviewer ,Um.
participant11,152, Interviewee,"I don’t, yeah. The main thing it’s embarrassing so they might not go and it would just get worse. "
participant11,153,Interviewer ,Um. Um.
participant11,154, Interviewee,So. 
participant11,155,Interviewer ,"Um, um um And why do you think it’s embarrassing? Or well not you necessarily but why do you think young people might find it embarrassing?"
participant11,156, Interviewee,I don’t know. It’s quite like a sensitive thing.
participant11,157,Interviewer ,"Um, um. And a bit shy about it. "
participant11,158, Interviewee,Yeah.
participant11,159,Interviewer ,May be something they don’t talk about very much either. 
participant11,160, Interviewee,Yeah. 
participant11,161,Interviewer ,"OK, alright. OK And it’s an operation that we have to do. Do you think that any part of it kind of hospitals, operations, do you think that affects whether people would come to hospital?"
participant11,162, Interviewee,Erm...
participant11,163,Interviewer ,If they have a painful testicle?
participant11,164, Interviewee,Probably not.
participant11,165,Interviewer ,No. And do you think it would make a difference if you were seeing a male doctor or a female doctor or anything like that? Do you think that would?
participant11,166, Interviewee,May be for some people but I don’t know. Not for me. I just...
participant11,167,Interviewer ,Um. Yeah. So do you know of any other problems you can have with your testicles? 
participant11,168, Interviewee,Um.
participant11,169,Interviewer ,Anything you mentioned that you want to talk about it?
participant11,170, Interviewee,Just the children thing that’s all I know to be honest. 
participant11,171,Interviewer ,Yeah. Yeah. If you lose one testicle erm you still have a good chance of having children. But you obviously have a slightly decreased but overall it tends to be OK. And you mentioned something else? Do you know what else? Have you ever had or been told ab
participant11,172, Interviewee,Like lumps or?
participant11,173,Interviewer ,"Yeah. Yeah. Definitely, exactly right. And again have you been told that directly ever by anyone or have you just picked it up?"
participant11,174, Interviewee,"I just picked it up probably. Yeah, we’ve not been taught that at school or anything, yeah. "
participant11,175,Interviewer ,And why do you think you might have picked... and why do you think you found out about testicular cancer from?
participant11,176, Interviewee,"Um. I’ve just known like if you’ve got a lump or anything, that’s not good. "
participant11,177,Interviewer ,Yeah and so have you been told what the guidelines are and do you know what you are meant to do about if you have a lump do you know?
participant11,178, Interviewee,Just go to the doctors.
participant11,179,Interviewer ,And so if you found a lump. And do you know what anything about the guidelines that how to work out if you’ve got a lump? Has anyone talked to you about self examination? 
participant11,180, Interviewee,No.
participant11,181,Interviewer ,No and has no one told you about how often you should be doing that?
participant11,182, Interviewee,No. 
participant11,183,Interviewer ,"Not really. So erm the guidelines are about once a month. So it doesn’t have to be, you know, it’s one of these things just the kind of timeframe roughly. So you do it relative regularly but you still, know a lump will develop. So you know what your testi"
participant11,184, Interviewee,Yeah.
participant11,185,Interviewer ,... any of these problems. It’s more just so that to find out a bit about your knowledge and then if anything did happen to any of your friends. Then it would be a kind of thing that were you would have a bit of expertise and you could help. So have any o
participant11,186, Interviewee,Just go to the big hospital. 
participant11,187,Interviewer ,"Yeah, Yeah, yeah. That’s right, absolutely. Do you talk to your friends about any health problems? "
participant11,188, Interviewee,No.
participant11,189,Interviewer ,"Not really. Yeah, I was thinking that because why don’t people have wider conversations about testicles. And then I thought, well do you... would you have a conversation about Appendicitis or any kind of illness?"
participant11,190, Interviewee,"No not really. We just, no."
participant11,191,Interviewer ,What about injuries. I guess some of your mates have had like...
participant11,192, Interviewee,Yeah.
participant11,193,Interviewer ,... pretty serious injuries and broken arms and...
participant11,194, Interviewee,"Yeah, stuff like that. Yeah we sometimes talk about that if someone’s got an injury. "
participant11,195,Interviewer ,Yeah.
participant11,196, Interviewee,But not anything like other things. Just injuries.
participant11,197,Interviewer ,"Do you think you would tell your mates if you... If you had a twisted testicle and you’d had an operation, do you think you would tell your mates?"
participant11,198, Interviewee,Er... probably not to be honest.
participant11,199,Interviewer ,You would probably keep that.
participant11,200, Interviewee,Yeah. 
participant11,201,Interviewer ,And why do you think that cos that seems different from an injury?
participant11,202, Interviewee,"Yeah, I was just. I don’t know. I wouldn’t feel comfortable I think if everyone knew, so. "
participant11,203,Interviewer ,"Yeah. Yeah, yeah I can see that. That’s sort of something you may be wana keep private a bit. "
participant11,204, Interviewee,Yeah.
participant11,205,Interviewer ,Yeah. Yeah I think that’s really why. I’m not quite sure how testicles... This is different from an injury obviously but erm just trying to get to the bottom of how maybe I can improve that for people who find that more difficult. Cos what would you think
participant11,206, Interviewee,Um.
participant11,207,Interviewer ,... you get different problems really.
